txt,words,title,summery,summery_word,similarity,label,,,,
중국으로 통하는 중요한 위치에 있던 벽제관은 우리나라에 오는 중국 사신과 중국으로 가는 우리나라 사신이 머물던 공용숙박시설이었다.,"['중국', '제관', '사신', '우리나라']","리더와 인재, 제대로 감별해야 한다",리더가 갖춰야 할 조건들은 무엇인가?이번에 펴낸《리더와 인재 제대로 감별해야 한다》는 최근에 펴낸《리더의 역사 공부》와 《리더의 망치》에 이은 ‘리더 삼부작’ 마지막 편에 해당하는 책이다. 이 책의 지은이 김영수(金瑛洙)는 지난 30여 년 동안 사마천(司馬遷)과 《사기(史記)》 그리고 중국을 연구하고 25년 동안 중국 현장을 150차례 이상 탐방해온 사마천과 《사기》에 관한 당대 최고의 전문로 오랜 동안 ‘리더’에 대한 연구한 결과물이다.,"['중국', '동안', '연구']",0.167,0,,,,
조상의 얼을 받들고 고을의 화목과 번영을 기원하기 위해 만든 정자는 자연과의 조화를 중시하는 전통 건축의 특징이 나타나있다.,"['전통', '중시', '자연', '정자', '조화', '위해', '기원']",조용헌의 휴휴명당,106컷의 명당 사진과 22컷의 전통 민화로 힐링하다이 책에는 명당의 생생한 느낌을 전달하는 106컷의 사진이 수록되어 있다. 영지의 신령한 기운을 담아내기 위해 어떤 사찰은 작가가 수차례 방문하기도 했다. 또 함께 수록된 그림은 우리나라 전통 민화이다. 단국대 미대교수를 역임한 이영수 선생이 소장한 작품이다. 대부분 100~200년 전 그림으로 추정된다. 자연 속에서 쉬고 놀고 휴식하는 그림을 보노라면 인간 역시 자연의 일부임을 깨닫게 될 것이다.,"['전통', '민화', '그림', '휴식', '자연', '힐링']",0.182,0,,,,
조선 후기 병영과 수영의 출입문 양식을 보여주는 충청도병마절도사영은 1988년까지 청녕각으로 오인되어 이병정이 세웠다고 여러 책자에 기록되어 있다.,"['병영', '양식', '수영', '후기', '출입문', '조선']",춘향전,정절 신분 상승을 희망하는 열녀로서의 모습과 특권층의 횡포에 저항하며 신분 제약을 거부하는 근대적 인간의 모습으로 나타난 '춘향'의 모습이 조선 후기의 시대상과 민중의 삶을 형상화 했다는 평가를 받는 『춘향전』을 풀이해 소개한다.,"['후기', '민중', '상과', '모습', '형상', '조선']",0.2,0,,,,
조선 후기의 문신이자 학자인 홍여하가 편찬한 것으로 고려사의 오류를 바로잡고자 하였다.,"['학자', '후기', '문신', '이자', '고려사', '편찬', '조선', '오류']",나는 나답게 나이 들기로 했다 (큰글자도서),도시 환경의 어제와 오늘 안과 밖 사람과 공간을미래지향적인 시각으로 인식하고 통찰하는 ‘명품행정 사례집’‘종로’라는 이름 속에는 수많은 의미와 가치가 담겨 있다. 서울의 중심부를 가로지르는 거리 하나의 이름이 아니라 조선시대 이후 정치·경제·문화의 최중심으로 기능해온 서울의 심장부이기 때문이다. 도심 속에 우뚝 선 인왕산과 북악산 아래 궁중 문화의 진수이자 조선의 법궁인 경복궁이 있고 그 앞으로 고층빌딩들이 시립해 있는 곳. 날렵한 기와지붕의 곡선과 서구식 건물의 직선이 교차하며 아케이드와 전통시장이 공존하는 도시. 그 어느 지역보다 전통과 현대가 조화를 이룬 그곳이 바로 종로이자 종로구의 정체성이다. 서울시 25개 자치구 중 하나인 종로구가 민선자치 이후부터 전통 가치의 현대적 계승과 창조적 융합에 관심을 기울이는 특별한 이유도 거기에 있다. 그래서 종로구는 발전과 개발이라는 미명 아래 우리 고유의 멋과 문화를 잃어버리지 않도록 하는 일에 모든 행정력을 집중하고 있다. 이를 위해 종로구는 좋은 정책들을 제도화 시스템화하는 노력을 기울였다. 종로가 가진 유형·무형의 가치를 서울시민과 내·외국인들에게 내보이는 일은 우리의 문화적 전통을 자랑하는 것이자 이곳에 사는 지역민들의 자부심까지 높이는 일이기 때문이다.,"['이자', '중심부', '궁인', '가치', '서울', '조선']",0.167,0,,,,
북한산을 중심으로 하고 인수봉 등이 구성된 삼각산은 쥐라기에 생겨났다.,"['삼각산', '쥐라기', '구성']",산 자들,취업 해고 구조조정 자영업 재건축…한국에서 먹고사는 문제의 고단함과 쓸쓸함을 지적이고 균형 잡힌 시선으로 포착하는 10편의 연작소설장강명 신작 『산 자들』이 민음사에서 출간되었다. 『산 자들』은 2015년부터 2019년까지 여러 문예지에서 발표된 10편의 단편소설로 구성된 연작소설이다. 2010년대 한국 사회의 노동과 경제 문제를 드러내는 소설들은 각각  ‘자르기’ ‘싸우기’ ‘버티기’ 총 3부로 구분되어 리얼하면서도 재치 있게 한낮의 노동을 그린다. 노동 현장에서의 갈등과 그에 대처하는 사람들의 모습을 핍진하게 드러내며 한국의 비인간적인 경제 시스템이 만들어 내는 비극의 구조를 절묘하게 포착하는 이 작품은 『난쟁이가 쏘아올린 작은 공』 『원미동 사람들』등 한 시대 서민들이 살아가는 풍경을 다룬 연작소설의 전통을 잇는다. 2010년대 서민들이 살아가는 풍경 장강명 연작소설 『산 자들』에 있다. 발표될 때마다 크고 작은 화제를 모은 각각의 단편 중 일부는 문학상을 수상 『산 자들』은 단행본 출간 전부터 독자들의 관심을 불러모았다. 「알바생 자르기」는 젊은작가상을 「현수동 빵집 삼국지」는 이상문학상 우수상을 수상하며 문학성을 인정받았다. 젊은작가상 심사위원이었던 전성태 소설가는 「알바생 자르기」를 일컬어 당대의 현실적인 문제를 가감 없이 직입해 실감나게 보여 주는 작품이라 말하며 인물이 처해 있는 상황을 다른 측면으로 보게 만드는 구성이 소설의 몰입도와 가독성을 높이고 주제도 설득력 있게 전달한다고 평가했다. 이는 수록된 작품 전반의 특징이기도 하다. 각각의 작품은 균형 잡힌 시선으로 비극의 본질을 꿰뚫는다. 현대사회의 적은 거대하지만 흐릿하다. 도처에 있지만 너무나 복잡해 본질을 간파하기 힘들다. 과거의 현실 참여적 소설들에 저항해야 할 대상이 분명히 있었다면 현대의 소설들에는 저항해야 할 대상이 분명치 않다. 이론과 합리주의의 탈을 쓰고 곳곳에 숨어든 적을 식별하기란 어려운 일이 되어 버렸다. 『산 자들』에 수록된 10편의 이야기들은 우리 삶의 현장에서 익숙하게 발생하는 일화를 발췌해 거대하고 흐릿한 적의 실체를 또렷하게 보여 준다. 오늘날 한국의 노동 현실을 알고자 하는 독자라면 꼭 읽어야 하는 필독서 장강명 연작소설 『산 자들』이다.,"['한국', '소설', '사회', '구성']",0.167,0,,,,
은하사대웅전 내부의 벽화 중 삼불회도와 아미타내영도는 다른 벽화들과의 기법상 차이가 보여지며 조선후기 18세기 이후에 제작된 작품으로 추정된다.,"['벽화', '다른', '아미타', '영도', '차이', '기법']",보이스,목소리는 어떻게 인간의 삶을 결정하는가?뇌과학·인문학·진화생물학·인류학으로 낱낱이 파헤친 ‘목소리’의 모든 것· 발음이 정확하지 않던 아이가 자라면서 또렷하게 발음할 수 있는 이유는?· 인간처럼 말하는 기관을 모두 가지고 있음에도 유인원이 말을 하지 못하는 이유는?· 녹음된 자신의 목소리가 실제와 다르게 느껴지는 이유는?· 암컷과 수컷의 목소리가 같은 동물과 달리 남녀의 목소리는 차이가 나는 이유는?· 사진을 찍을 때 ‘추즈’라고 하지 않고 ‘치즈’라고 하는 이유는?· 히틀러의 연설이 폭력 사태로 이어졌던 이유· 오바마가 추도 예배에서 노래를 부른 이유는?『타고난 성 만들어진 성』으로 뉴욕타임즈 베스트셀러에 올랐던 뉴욕의 저널리스트 존 콘라핀토가 이번에는 인간의 ‘목소리’를 낱낱이 파헤쳤다. 저널리스트의 저력을 증명하듯 자신의 성대 손상 경험에서 시작한 ‘목소리’에 대한 관심은 언어학 뇌과학 진화생물학 인류학 인문학 사회학 등 다양한 분야로 가지를 뻗어나가며 책의 내용에 깊이를 더한다. 저자는 단 한 권의 책에서 아기가 어떻게 목소리를 인지하고 말을 배우며 목소리는 어디에서 왔는지 젠더와 목소리의 관계는 어떻게 형성되어 있으며 사회적·정치적으로 목소리의 영향력은 어떠한지 그리고 우리의 마음을 울리는 노래가 가지는 힘은 무엇인지까지 목소리의 ‘거의 모든 것’을 언급하고 있다. 그리고 저자는 책을 통해 감히 강조한다. ‘목소리’는 다른 동물과는 구별되는 인간의 고유한 특성이며 우리 자신의 많은 것을 드러내는 ‘정체성’이라고 말이다.,"['다른', '차이', '목소리', '동물', '구별', '남녀']",0.2,0,,,,
조선 후기에 제작된 것으로 추정되는 선암사 금고는 전면에 문양이 없고 전면과 측면이 막혀 있는 징 모양이다.,"['금고', '선암사', '전면']",지리산둘레길,국내 최초 장거리 도보여행 ‘지리산둘레길’을 안내하는 가이드북!코로나 이후 바뀐 여행 정보 교체와 최근 수정된 구간과 재측정한 실측 거리 등 정보 추가!지리산둘레길을 만들고 관리하는 (사)숲길이 만든 공식 가이드북. 지리산둘레길 도보여행 정보와 함께 지리산권 자연과 문화에 대한 풍부한 해설도 담았다. 2023~2024 전면 개정판은 코로나 이후 바뀐 여행 정보를 반영했다. 또한 둘레길에서 코스 변화가 있었던 구간과 재측정을 통해 새롭게 확정한 실재 거리 등을 추가했다.,"['이후', '개정판', '코로나', '전면']",0.167,0,,,,
황남대총에서 발견된 금은제 그릇은 3종류의 용기류로 은제완과 금제완은 같은 모양을 하고 있다.,"['그릇', '종류', '금은']",리더의 말 그릇,“리더의 영향력은 말 그릇에서 나온다.”40만 부 베스트셀러『말 그릇』후속작 드디어 출간‘리더의 말 그릇’을 키워 사람을 성장시키고 성과를 높이는 방법 사람은 누구나 말을 담아내는 그릇을 하나씩 가지고 살아간다. 그 크기와 깊이만큼 ‘말’을 사용한다. 『말 그릇』의 김윤나 작가가 3년 만에 『리더의 말 그릇』으로 돌아왔다. 그 사이 한 주도 강의를 거르지 않았을 만큼 많은 리더들을 만나고 3~6개월에 걸친 1:1 코칭을 진행했다. 이 책은 그동안 수많은 교육과 코칭을 통해 얻은 말에 대한 근본적인 성찰을 바탕으로 사람을 성장시키고 성과를 만드는 리더의 말 그릇에 대해 알려준다. 구체적이고 다양한 사례를 통해 현장에서 바로 써먹을 수 있도록 리더의 질문기술 3F 피드백의 기술 요청과 칭찬의 3C 공식 면담 전 액션 시트까지 수록해 실용성을 높였다. 이 책에서 부르는 리더는 특정 직업 연차와 직책을 의미하지 않는다. 당신에게 한 명이라도 파트너와 팔로워가 있다면 ‘리더’이고 사람 사이에서 ‘관계’와 ‘성과’를 고민하는 사람이라면 그가 바로 ‘리더’이다. 어떤 말 그릇을 가진 리더와 일하는지에 따라 성장의 가능성과 성과의 크기가 달라진다. 리더의 말 그릇을 키워 사람을 성장시키고 성과를 높이는 방법을 담았다.,"['그릇', '베스트셀러', '리더', '성장']",0.167,0,,,,
아래받침돌 대신 앞발을 내밀고 웅크린 모습을 한 2마리의 사자를 앉혀 놓았다.,"['마리', '사자']",퇴마록 외전 : 그들이 살아가는 법,제2회 박지리문학상 수상작신인 작가 송섬의 첫 책“조 골목에 있고 싶다면 얼마든지 있어도 돼. 그곳은 그러라고 있는 장소니까.”무슨 일이든 일어날 수 있으면서도 아무런 일도 일어나지 않는 곳.오직 고양이 두 마리와 두 사람만을 위해 존재하는 처음이자 마지막 장소. 그곳에 가야 하는 상황에 처했을 때 온전히 받아주는 곳. 당신에게도 그런 장소가 있나요?‘박지리문학상’은 2010년 스물다섯의 나이로 샛별같이 나타나 『합체』『맨홀』『다윈 영의 악의 기원』등 일곱 작품을 남기고 2016년에 세상을 떠난 박지리 작가를 기리고 그가 남긴 문학 세계를 이어가기 위해 만든 신인문학상 공모이다. 인세와는 별도로 창작지원금 5백만 원에 독자 후원금 2백만 원이 주어지는 이 상의 두 번째 수상작 『골목의 조』가 출간되었다. 『골목의 조』는 1995년생 송섬 작가의 첫 책으로 심사위원 이기호 김성중 소설가와 윤경희 평론가가 수상작으로 선택한 작품이다. 국비 지원 프로그램으로 배운 기술로 건축사 사무소에서 도면 긋는 일을 하며 사는 ‘나’는 어디에서도 딱히 존재감을 드러내거나 환영받는 스타일은 못 된다. 하지만 나의 반지하 집에는 버려진 고양이 두 마리와 변변찮은 술집을 운영하는 조 그리고 어느 날 벽에서 돋아난 아저씨 유령까지 함께 살게 된다. 어머니의 부재와 아버지의 자살로 유년기의 상처를 안고 사는 스물네 살 반지하 생활자에게 찾아온 무해한 존재들 이들과 함께 인생의 절기를 보내며 관계 맺고 이별하는 과정을 통해 ‘나’는 스스로의 공백을 채워나가며 삶에 대한 담담한 용기를 얻는다.,"['마리', '반지하', '오직', '버려진', '고양이']",0.167,0,,,,
만산 강용이 건립한 가옥은 본채와 별채 등 사대부가 상류주택의 구성을 갖췄으며 별채 칠류헌은 조선 말기의 여러 문인들과 학문을 교류하던 장소로 활용됐다.,"['학문', '교류', '장소', '여러', '문인']",장소의 연인들,연인들의 장소는 지도에 그려질 수 있을까? 『장소의 연인들』은 연인들의 시간이 장소를 어떻게 변화시키는지 탐색해나간다. 장소와 연인들의 공동체에 대한 개념적 연구와 여러 소설 텍스트 속 연인들의 장소들 그리고 익명적인 ‘나’과 ‘그’의 시선이 교차하는 일종의 픽션 에세이로 에세이라는 이 ‘무형식의 장소’ 안에서 이름 붙일 수 없는 연인들의 장소에 대한 아름다운 상상력이 펼쳐진다.,"['소설', '연구', '변화', '장소', '탐색', '여러']",0.222,0,,,,
선정을 베풀어 송덕비가 세워졌던 이언적은 양재역 벽서 사건에 연관되어 강제로 유배당했고 많은 책을 썼지만 그 곳에서 세상을 떠났다.,"['사건', '강제', '세상', '연관', '유배']",도서관은 살아 있다,마티의 온(on) 시리즈 2권. 미국에서 공공도서관 사서로 일했던 저자는 세상에서 가장 아름다운 도서관 100선보다 동네도서관 안에서 벌어지는 사건과 사연에 관심이 많다. 사서가 입술에 검지를 갖다 대며 “쉬이잇!” 엄포를 놓는 사람이 아니라 이용자와 지역 공동체의 필요에 활기차게 응답하는 사람임을 도서관이 그 어떤 공간보다 동사들로 가득한 공간임을 이 책은 보여준다.,"['동네', '사건', '가장', '세상', '도서관']",0.25,0,,,,
미산학사는 후진 양성과 미산 김이도의 덕을 추모하는 사설 학원이다.,"['추모', '사설', '학원']",짧고 굵게 배우는 JSP 웹 프로그래밍과 스프링 프레임워크,JSP부터 스프링 프레임워크까지 짧고 굵게 배운다!컴퓨터 관련학과 학생과 IT 전문학원에서 자바 웹 프로그래밍을 배우려는 학생을 대상으로 한다. 『짧고 굵게 배우는 JSP 웹 프로그래밍과 스프링 프레임워크』에서는 시대적 흐름을 반영하면서도 핵심 개념에 충실하도록 구성하였으며 프런트엔드의 기초 내용(HTML CSS 자바스크립트 부트스트랩)도 추가하였다. 또한 대표적인 자바 웹 개발 프레임워크인 스프링 프레임워크의 핵심 활용을 포함하고 있다. 웹 프로그래밍 분야에 입문하여 전체적인 그림을 그리고 싶어 하는 독자들과 초보 개발자들에게 이 책을 추천한다. ※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다.,"['자바', '프로그래밍', '학생', '학원']",0.167,0,,,,
전남 장흥의 야산 계곡의 작은 암자에 모셔진 불상은 인체의 모습을 자연스럽게 묘사하는 통일신라 후기의 불상 양식을 충실히 따르면서도 고려 시대 불상으로 옮겨가는 특징을 나타낸다.,"['통일신라', '불상', '묘사', '자연', '인체', '암자', '계곡']",영남알프스 100선,영남알프스는 대문 없는 정원이다. 이 정원을 열고 들어서면 나도 모르게 자연 철학자가 된다. 수 만권의 책을 겹겹히 쌓아둔 마금루 순백의 억새춤사위는 산행객 가슴을 들뜨게 한다.영남알프스의 매력은 미美와 결結이다. 어느 산이든 정상 조망권이 탁월하고 계곡마다 크든 작든 폭포가 있다. 그 미는 억새 춤사위처럼 아름답고 결은 단단하면서 부드럽다. 미와 결의 완성은 영남알프스가 국립공원으로 지정되어 온전히 야생으로 남는 데에 있다. 그 야생이 유지 될때 우리는 산이 주는 영감과 위로를 받을 수 있다.영남알프스를 안내할 길잡이 책을 줄곧 떠올리며 그동안에 걸어온 길들을 돌아보았다. 영남산무리 떠돌길 30년 산 넘고 물 건너며 자박자박 걸어온 내 두 발이 기억하는 것은 산을 드나들었던 이들의 뒤안길이었다. 집 나설 때 신은 짚신이 태산 같은 저 잿마루를 넘고 나면 ‘피 짚신’이 되더라든 어느 산골 아낙네의 탄식 청도 동곡에서 몰기 시작한 소떼를 언양우시장에 넘기고 나면 안도감에 된통 앓았다는 늙은 태가꾼?價夫의 쉰 소리는 지금도 귀에 선하다.,"['철학자', '정상', '정원', '자연', '산이', '계곡']",0.182,0,,,,
전 순정효황후 주칠 나전기구는 조선 왕조의 마지막 황후인 순정효황후가 사용하던 근대기의 황실 유물로 1930년대 이름난 나전공예가 김진갑이 제작한 것으로 추측된다.,"['순정효황후', '왕조', '마지막', '나전', '기구', '조선']",한양도성 따라 걷는 서울기행,성곽길역사문화연구소 최철호 소장의 한양도성 테마여행 가이드600여 년의 역사를 품은 한양도성 안에는 지금의 대한민국이 되기까지의 시간들이 켜켜이 쌓여 있다. 성곽길역사문화연구소 최철호 소장은 그 속에 숨은 이야기를 찾기 위해 매일 성곽길로 시간여행을 떠난다. 현재 한양도성 역사기행 가이드로도 활동 중인 저자의 생동감 있는 설명과 현장감을 느낄 수 있도록 100여 점의 사진을 함께 실었다. 이 책에서는 한양도성을 따라 가볼 수 있는 서울의 역사 여행지를 6가지 테마로 나누어 소개한다. 한양도성 경계를 결정지은 인왕산 선바위부터 한반도의 중심 목멱산까지 도성을 품고 있는 4개의 산줄기 따라 내사산 여행을 떠나보고 조선 왕조의 건국과 망국까지 모두 만날 수 있는 추모의 길도 걸어본다. 사대문과 사소문 따라 서울을 한 바퀴 돌아보면 발길 닿는 곳곳마다 유적지이며 동네 이름의 유래도 역사와 연결된다는 것을 알게 될 것이다.,"['보고', '여행지', '왕조', '서울', '조선', '역사']",0.2,0,,,,
중국과의 교통로로서 중요한 구실을 했던 지금의 화성시에 있는 화성 당성은 당항성과 관련된 가장 중요한 유적이다.,"['로서', '교통', '화성', '당항성', '당성', '중국', '구실']",서울특별시전도 (케이스 접지-휴대용)-단면,구성 : 크기(1090*790) 단면 컬러 인쇄축척 : 1:40000서울특별시 행정·교통·관광 정보는 물론 다양한 생활 지리 정보 등이 상세히 수록되어 있는 지도로서 서울특별시 전역을 한눈에 볼 수 있다.서울특별시와 인접한 시 역시 상세한 지리 정보가 수록되어 있으며 특히 교통망을 한눈에 볼 수 있다.,"['로서', '교통', '서울특별시', '정보', '수록', '지도']",0.182,0,,,,
중종 때 문과에 급제한 조삼 선생이 자신의 호를 따라 이름을 지은 무진정은 조선 전기 정자의 형식을 잘 나타내고 있다.,"['조삼', '문과', '선생', '급제', '자신']",파워스피치 기법,요즘 현대인들은 직장에서 상사나 바이어들 앞에서 프레젠테이션을 할 기회가 많다. 그래서 스피치를 본격적으로 배워야겠다는 필요성이 점점 커지고 있는 시점이다.『파워스피치 기법』은 스피치의 가장 기본적인 부분부터 시작하지만 프레젠테이션 하는 요령을 알고 싶어하는 사람들을 위해 명강사의 스피치 기법을 통해 도움을 받을 수 있는 방법을 알려주고자 하였다. 아마 책을 읽고 나면 익히 알고 있는 달변가나 명강사들이 얼마나 많은 노력을 해서 그 자리에 올라간 것인지 잘 알게 될 것이다. 예전에는 ‘웅변’이라고 해서 상대방에게 자신의 의견을 피력하는 것을 가르쳐주는 학원들이 많았다. 하지만 근래에는 좀 부드러운 어감의 ‘스피치’라고 불리면서 수요층을 확대하고 있다. 그래서인지 그에 관련된 책들도 시중에 많이 나와 있다. 저자는 어릴 적 말이 어눌해서 발표울렁증을 가지고 자랐다고 한다. 하지만 그것을 극복하려 노력했고 수많은 시행착오 끝에 나아지는 것을 경험하여 성취감과 자신감을 얻게 되어 앞으로 치달을 수 있었던 것이다. 스피치를 잘 하고 싶어하는 사람 중의 하나였고 강사를 양성하는 선생으로서 자신이 노력하여 결실을 맺은 노하우가 이 책을 통해 생생하게 드러난다.,"['노력', '선생', '양성', '자신', '강사']",0.25,0,,,,
"정재노 공이 조선 영조 46년에 지은 집으로 안채, 사랑채, 별채 등으로 구성되어 있고 남부 지방 가옥의 안채와 같은 방배열을 보이고 있다.","['구성', '지은', '영조', '사랑', '가옥', '지방', '남부', '조선']",라떼 카르멘,김대성 작가의 첫 소설집 『라떼 카르멘』은 표제작인 중편소설 「라떼 카르멘」과 「그녀의 다리는 굵다」 「정지선 위의 서번트」 「안개 사랑을 삼키다」 「떠나지 못하는 자」 「건들장마」 「파란우산」 등의 6편의 단편소설로 구성되어 있다. 김대성 작가의 소설적 주제는 사랑이며 그는 아카페적인 사랑과 에로스적인 사랑을 결합하여 낭만적이고도 이상적인 사랑을 추구해나간다. 너무나도 거룩하고 순결한 사랑과 너무나도 뜨겁고 열정적인 사랑을 결합시킨다는 것은 무척이나 어렵고 힘든 과제이기는 하지만 그러나 김대성 작가는 그의 티없이 맑고 순수한 문체로 『라떼 카르멘』이라는 너무나도 아름답고 멋진 소설집을 창출해냈다.,"['구성', '소설', '주제', '사랑', '김대성', '단편소설']",0.167,0,,,,
안채는 사당으로 사용되고 사랑채는 재실로 사용되는 백운리고가의 툇마루 청판은 조선시대 치목기법이 역력히 나타나 있다.,"['치목', '조선시대', '툇마루', '고가', '기법', '사용', '청판']",웹 애플리케이션 보안,웹 애플리케이션 보안 취약점과 해결책을 한 권으로웹 애플리케이션 보안의 정찰 공격 방어를 모두 다루는 실용서다. 웹 애플리케이션에 침투하기 위해 해커가 실제로 사용하는 여러 기법을 소개하고 안전을 확보하는 법을 배운다. 각 장은 OWASP 취약점 중에서도 위험성이 높은 주제의 공격과 방어 양면을 다룬다. 책에서 다루는 기술을 익히면 웹 애플리케이션 코드베이스의 취약 부분을 파악하고 시큐어 코드는 어떻게 작성해야 하는지 이해할 수 있다. 해커로부터 소프트웨어를 보호하는 기법을 익히고 더 안전한 웹 애플리케이션을 구축할 수 있게 될 것이다.,"['보호', '실제', '소프트웨어', '해커', '기법', '사용']",0.182,0,,,,
부속 건물인 조각정과 본체인 기와집으로 이루어진 이화장은 이승만 초대 대통령이 거주했던 집으로 조각정은 이승만 기념관으로 사용중이다.,"['대통령', '초대', '조각', '거주', '기념관', '이승만', '정은']",필체를 바꾸면 인생이 바뀐다,국내 최고 필적 전문가 구본진 박사가 들려주는 글씨와 운명 “글씨를 보면 운명이 보인다!”필체를 보면 그 사람의 현재와 미래가 보인다! 이승만 박정희 대통령부터 김정은 위원장 트럼프 미국 대통령까지 필체를 보고 성격 취향 욕망을 분석하는 구본진 박사의 책이 나왔다. 『필체를 바꾸면 인생이 바뀐다』는 저자가 15년의 필적 연구와 20년의 글씨 수집을 바탕으로 만든 결정체다. ‘글씨체로 사람의 내면을 읽는 기술’과 필체를 바꿔 성공적인 삶을 이끄는 방법이 담겨 있다. 독립운동가 친일파 같은 역사적 인물 유명인의 필체 40점과 그들의 운명 이야기가 담겨 있다.,"['박정희', '연구', '대통령', '글씨', '필적', '이승만']",0.182,0,,,,
승호의 조형성이 드러나 있는 대구 남지장사 석조지장보살좌상은 전형적인 조선후기 불상의 특징이 돋보이며 조성 사찰과 제작시기가 명확하다.,"['후기', '불상', '지장보살', '좌상', '전형', '조선']",춘향전,정절 신분 상승을 희망하는 열녀로서의 모습과 특권층의 횡포에 저항하며 신분 제약을 거부하는 근대적 인간의 모습으로 나타난 '춘향'의 모습이 조선 후기의 시대상과 민중의 삶을 형상화 했다는 평가를 받는 『춘향전』을 풀이해 소개한다.,"['후기', '민중', '상과', '모습', '형상', '조선']",0.2,0,,,,
꽃모양 받침의 장식으로 위엄을 주는 만세루는 통도사 안에 위치했으며 구조상 조선 후기의 건축양식으로 보인다.,"['위엄', '양식', '받침', '건축', '장식', '모양']",한양도성 따라 걷는 서울기행,성곽길역사문화연구소 최철호 소장의 한양도성 테마여행 가이드600여 년의 역사를 품은 한양도성 안에는 지금의 대한민국이 되기까지의 시간들이 켜켜이 쌓여 있다. 성곽길역사문화연구소 최철호 소장은 그 속에 숨은 이야기를 찾기 위해 매일 성곽길로 시간여행을 떠난다. 현재 한양도성 역사기행 가이드로도 활동 중인 저자의 생동감 있는 설명과 현장감을 느낄 수 있도록 100여 점의 사진을 함께 실었다. 이 책에서는 한양도성을 따라 가볼 수 있는 서울의 역사 여행지를 6가지 테마로 나누어 소개한다. 한양도성 경계를 결정지은 인왕산 선바위부터 한반도의 중심 목멱산까지 도성을 품고 있는 4개의 산줄기 따라 내사산 여행을 떠나보고 조선 왕조의 건국과 망국까지 모두 만날 수 있는 추모의 길도 걸어본다. 사대문과 사소문 따라 서울을 한 바퀴 돌아보면 발길 닿는 곳곳마다 유적지이며 동네 이름의 유래도 역사와 연결된다는 것을 알게 될 것이다.,"['보고', '여행지', '왕조', '서울', '조선', '역사']",0.2,0,,,,
"부모 은혜 10가지와 부모의 은혜를 보담하기 위한 규범 등을 설명하고 있는 불설대보부모은중경은 한국, 중국, 일본 등 여러 나라에 널리 보급되었다.","['은혜', '부모은중경', '설명', '일본', '부모', '한국', '중국', '규범']",오버 더 호라이즌,"『드래곤 라자』 『눈물을 마시는 새』 등 한국 일본 대만 중국에서 200만 부 이상의 판매고를 올린 대표적인 판타지 작가 이영도의 10년 만의 신작 장편소설 『오버 더 초이스』가 황금가지에서 출간되었다. 1998년 『드래곤 라자』 출간 이후 꼭 20년 만에 출간되는 이번 신작은 단편소설 「오버 더 호라이즌」과 인물 및 배경을 공유하고 있으며 다양한 특성을 가진 종족이 어우러져 평화롭게 사는 소도시를 배경으로 하고 있다. 한 아이의 비극적 죽음에서 시작되는 이번 이야기는 죽음과 부활 종말이라는 다소 무거운 주제를 시종일관 유쾌한 서술로 풀어내면서도 특유의 강렬한 주제의식을 담아낸다. 이영도 작가의 신작 발표 소식은 트위터 등 실시간 검색 1위에 오르는 등 큰 화제가 되었다. 또한 황금가지의 온라인 소설 플랫폼에서 일부가 연재 형식으로 공개되었으며 10년 만의 복귀에도 수십 만의 유료 완독을 기록할 정도로 탄탄한 팬층을 입증하였다. 원고지 1900매에 이르는 『오버 더 초이스』는 20시간 분량의 오디오북으로도 제작되었으며 7월 네이버 오디오클립을 통해 최초 공개 예정이다. 「BBC 셜록 홈즈」의 셜록 역을 맡은 장민혁 성우가 티르 역을 맡고 정재헌 남도형 시영준 이원찬 곽윤상 이지현 사문영 김연우 등 9명의 초호화 성우진이 참가하여 또 한번 화제가 되었다. 신작 『오버 더 초이스』와 함께 출간된 『오버 더 호라이즌』은 판형과 표지를 신작과 맞춰 세트로 구성되었으며 기존 판본의 수록 작품에 이영도 작가의 판타지 단편소설인 「에소릴의 드래곤」과 「샹파이의 광부들」이 추가되었다.""거룩한 신의 섭리 속에 이루어진 죽음이니만큼 이 또한 축복이라고 여기는 것은 불가능하다. 삶은 죽음으로 끝나는 것이 아니라 죽음을 포함하는 것이라고 믿는 것은 어렵다. 우리가 그들을 기억하는 한 그들은 우리 가슴 속에 영원히 살아있는 것이라고 생각하는 것은 힘들다.""-본문 중","['소설', '온라인', '황금가지', '일본', '중국', '대만']",0.167,0,,,,
